id,Transport_service,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,payment_type,trip_duration,pickup_neighborhood,dropoff_neighborhood
617,3,01-01-2019 01:33,01-01-2019 01:52,3,8.16,-73.94306946,40.79001999,-73.82189178,40.83367538,2,1180,J,AI
618,1,01-01-2019 01:33,01-01-2019 01:55,3,3.55,-73.98822784,40.77930832,-74.00821686,40.73741913,3,1336,AV,Q
619,1,01-01-2019 01:33,01-01-2019 01:36,2,0.59,-73.9813385,40.74727631,-73.98419952,40.74027634,2,228,AO,R
620,3,01-01-2019 01:33,01-01-2019 01:40,2,1.14,-73.99057007,40.73493958,-73.99144745,40.72285461,2,419,R,AC
621,4,01-01-2019 01:33,01-01-2019 01:47,1,1.5,-74.00798798,40.74052429,-73.98639679,40.73036575,2,845,Q,AT
622,4,01-01-2019 01:33,01-01-2019 01:35,4,0.7,-74.00588989,40.74528503,-73.99846649,40.75098801,2,141,Q,AG
623,3,01-01-2019 01:33,01-01-2019 01:38,3,0.73,-73.97747803,40.7424469,-73.98709869,40.74071121,3,312,Y,R
624,1,01-01-2019 01:34,01-01-2019 01:46,1,3,-73.97452545,40.78339767,-73.95261383,40.77654266,1,773,I,AM
625,4,01-01-2019 01:34,01-01-2019 01:43,1,1.6,-73.955513,40.76839828,-73.95372772,40.78504181,2,540,K,C
626,3,01-01-2019 01:34,01-01-2019 02:06,4,4.4,-74.00081635,40.73914337,-73.98311615,40.78439331,1,1906,Q,I
627,3,01-01-2019 01:34,01-01-2019 01:41,4,1.4,-73.96433258,40.80223846,-73.97872925,40.78740311,3,449,AH,I
628,1,01-01-2019 01:34,01-01-2019 02:17,3,7.8,-73.99820709,40.74057388,-73.94181824,40.81278992,1,2589,AP,AL
629,2,01-01-2019 01:35,01-01-2019 01:44,1,1.32,-73.98848724,40.73726654,-73.9863205,40.75183105,2,592,R,AO
630,2,01-01-2019 01:35,01-01-2019 01:47,2,2.1,-73.97846222,40.72472,-73.99536896,40.74404144,2,747,AT,AP
631,1,01-01-2019 01:35,01-01-2019 01:53,2,4.32,-73.95494843,40.80489731,-73.97986603,40.75445175,1,1135,AH,AD
632,1,01-01-2019 01:35,01-01-2019 01:40,4,1,-73.94248199,40.78631973,-73.9546814,40.78246689,3,328,C,C
633,3,01-01-2019 01:36,01-01-2019 01:57,1,4.8,-74.00733948,40.70537186,-73.94850922,40.69163132,1,1256,AU,AW
634,1,01-01-2019 01:36,01-01-2019 01:46,3,2.46,-73.9733429,40.77983093,-73.943573,40.7910881,2,604,I,J
635,2,01-01-2019 01:36,01-01-2019 02:02,4,4.59,-73.91842651,40.75875092,-73.95794678,40.71400833,1,1566,W,Z
636,2,01-01-2019 01:36,01-01-2019 01:40,3,0.7,-73.96903229,40.79084015,-73.97602844,40.78620911,3,234,U,I
637,3,01-01-2019 01:36,01-01-2019 01:52,3,3.51,-73.95748138,40.80038071,-73.93045807,40.83287048,2,979,AH,S
638,3,01-01-2019 01:36,01-01-2019 01:57,4,5.48,-73.98384857,40.73609924,-73.91654968,40.74914932,1,1238,R,L
639,4,01-01-2019 01:36,01-01-2019 02:10,1,9.86,-74.00228119,40.72801971,-73.9513855,40.81358337,3,2011,AB,AL
640,2,01-01-2019 01:37,01-01-2019 01:43,4,1.4,-73.98705292,40.67217636,-73.98963165,40.68638611,2,406,M,AS
641,4,01-01-2019 01:37,01-01-2019 01:45,4,1.3,-73.97727203,40.74920273,-73.96712494,40.75998688,1,530,AD,N
642,4,01-01-2019 01:37,01-01-2019 01:55,4,4.3,-73.97212982,40.75629807,-73.91265869,40.76816177,2,1108,N,W
643,4,01-01-2019 01:37,01-01-2019 02:09,2,4.25,-73.99246979,40.74846268,-73.94896698,40.78173065,3,1962,D,C
644,4,01-01-2019 01:37,01-01-2019 01:40,2,0.6,-73.99150848,40.66320038,-73.98535156,40.67037582,1,182,M,M
645,2,01-01-2019 01:37,01-01-2019 01:52,4,2.83,-73.98762512,40.72250748,-73.97029877,40.75239563,2,919,AC,N
646,2,01-01-2019 01:37,01-01-2019 02:10,1,9.46,-73.9702301,40.63888931,-73.98413086,40.71878052,3,2002,AF,AC
647,4,01-01-2019 01:37,01-01-2019 01:53,3,4.25,-73.96118164,40.77167511,-73.98260498,40.7256546,1,927,O,AT
648,1,01-01-2019 01:37,01-01-2019 01:50,2,2.2,-73.96730042,40.75623322,-73.98143005,40.77359772,1,752,N,AV
649,1,01-01-2019 01:38,01-01-2019 02:01,2,4.1,-73.95061493,40.77605438,-73.92516327,40.75813293,3,1394,AM,W
650,1,01-01-2019 01:38,01-01-2019 01:49,4,1.6,-73.9910965,40.76113892,-74.00531769,40.74057007,1,729,P,Q
651,3,01-01-2019 01:38,01-01-2019 01:50,1,1.8,-73.99297333,40.7682991,-73.99447632,40.7506485,2,771,P,D
652,3,01-01-2019 01:38,01-01-2019 01:57,4,4.7,-73.95953369,40.80892181,-73.97788239,40.75392532,2,1156,AH,AD
653,2,01-01-2019 01:38,01-01-2019 01:59,4,5.6,-73.97210693,40.78208923,-73.98226166,40.72149658,1,1261,I,AC
654,2,01-01-2019 01:38,01-01-2019 01:45,2,1.4,-73.94668579,40.78110886,-73.94128418,40.79768753,3,450,AM,J
655,3,01-01-2019 01:38,01-01-2019 01:50,3,2.3,-74.01115417,40.67886734,-73.98191834,40.6588974,1,705,M,M
656,3,01-01-2019 01:38,01-01-2019 01:48,3,1.08,-73.99913788,40.75440979,-74.00171661,40.74266815,2,567,AG,Q
657,4,01-01-2019 01:38,01-01-2019 01:57,2,8.35,-73.98616791,40.72066116,-73.93102264,40.81172943,2,1113,AC,J
658,2,01-01-2019 01:39,01-01-2019 01:43,2,1.4,-73.97638702,40.78578949,-73.9620285,40.79642868,2,267,I,AH
659,4,01-01-2019 01:39,01-01-2019 01:49,2,1.51,-73.96723175,40.75262833,-73.98523712,40.75286865,3,642,N,AA
660,4,01-01-2019 01:39,01-01-2019 01:56,4,2.7,-73.96212769,40.77052689,-73.99475861,40.75931168,1,1045,O,P
661,1,01-01-2019 01:39,01-01-2019 01:51,2,3.59,-73.96804047,40.75555038,-73.9188385,40.75893021,2,757,N,W
662,2,01-01-2019 01:39,01-01-2019 01:53,4,2.43,-73.99822998,40.74528122,-73.99759674,40.71935272,1,853,AP,X
663,2,01-01-2019 01:39,01-01-2019 01:46,4,2.1,-73.98345184,40.69625473,-73.98845673,40.71870804,3,425,AS,AC
664,3,01-01-2019 01:39,01-01-2019 01:51,1,1.7,-73.95322418,40.70837784,-73.93660736,40.69013977,2,731,Z,AW
665,4,01-01-2019 01:39,01-01-2019 01:42,1,0.2,-73.98202515,40.74548721,-73.98217011,40.74303818,2,188,AO,Y
666,4,01-01-2019 01:39,01-01-2019 02:12,3,6.95,-73.9934082,40.72206116,-73.9562149,40.79979706,3,1958,X,AH
667,3,01-01-2019 01:39,01-01-2019 02:19,2,16.24,-74.0059433,40.7270813,-73.84838104,40.7951088,1,2413,AB,F
668,2,01-01-2019 01:39,01-01-2019 01:55,2,4.9,-73.98719788,40.71847153,-73.9487915,40.77161789,1,940,AC,AM
669,4,01-01-2019 01:40,01-01-2019 01:58,3,3.2,-73.97846985,40.73601532,-73.99497986,40.75618362,2,1124,Y,P
670,4,01-01-2019 01:40,01-01-2019 01:58,3,3.17,-73.96961212,40.76340866,-73.98298645,40.74971008,2,1098,AK,AO
671,1,01-01-2019 01:40,01-01-2019 01:48,2,1.46,-74.00822449,40.72212219,-74.00714874,40.70874023,3,500,,AU
672,3,01-01-2019 01:40,01-01-2019 01:52,1,1.3,-73.92993164,40.69605255,-73.93715668,40.71052551,1,752,E,Z
673,1,01-01-2019 01:40,01-01-2019 01:47,1,1.29,-73.97207642,40.74988556,-73.98397064,40.73377609,1,409,AD,AT
674,3,01-01-2019 01:40,01-01-2019 01:45,1,0.7,-74.01129913,40.71024323,-74.0051651,40.70619583,3,326,AU,AU
675,3,01-01-2019 01:40,01-01-2019 01:52,4,1.7,-73.98513031,40.74163818,-73.97679901,40.7625885,2,730,R,A
676,4,01-01-2019 01:40,01-01-2019 01:45,3,1.26,-73.96962738,40.79007339,-73.95381165,40.78755951,1,316,U,C
677,2,01-01-2019 01:41,01-01-2019 02:10,3,5.72,-74.00434875,40.74238205,-73.98744202,40.67213821,3,1707,Q,M
678,3,01-01-2019 01:41,01-01-2019 02:26,1,14.1,-73.94537354,40.8077774,-73.86119843,40.83757401,1,2691,J,AI
679,2,01-01-2019 01:42,01-01-2019 01:44,1,0.3,-73.98886108,40.73664474,-73.98699951,40.73351669,3,191,R,R
680,2,01-01-2019 01:42,01-01-2019 02:05,1,9.33,-73.92590332,40.77236938,-74.00926209,40.70464325,2,1392,W,AU
681,1,01-01-2019 01:42,01-01-2019 02:13,2,16.43,-73.99159241,40.75496292,-73.77094269,40.78055954,1,1914,D,AQ
682,4,01-01-2019 01:42,01-01-2019 02:06,2,12.2,-73.97292328,40.75285721,-73.81006622,40.81833649,1,1415,AD,AI
683,2,01-01-2019 01:42,01-01-2019 01:54,1,1.8,-73.99214172,40.74917603,-73.98200989,40.74610519,1,703,D,AO
684,1,01-01-2019 01:42,01-01-2019 02:03,4,5.5,-73.9768219,40.77632904,-73.91947937,40.77825165,2,1237,AV,W
685,2,01-01-2019 01:43,01-01-2019 02:12,3,7.4,-73.98047638,40.78404236,-74.00226593,40.70746994,2,1770,I,AU
686,3,01-01-2019 01:43,01-01-2019 01:55,4,1.25,-73.99865723,40.72845078,-73.9905014,40.71749878,1,730,AB,AC
687,4,01-01-2019 01:44,01-01-2019 01:49,2,0.9,-73.97621918,40.75118256,-73.97875977,40.74124527,1,341,AD,Y
688,2,01-01-2019 01:44,01-01-2019 01:53,1,2.71,-73.97354126,40.74792862,-73.95115662,40.77925873,3,597,AD,AM
689,3,01-01-2019 01:44,01-01-2019 01:52,1,1.4,-73.95786285,40.77640915,-73.9626236,40.75989532,1,486,O,AK
690,4,01-01-2019 01:44,01-01-2019 01:59,3,3.04,-73.99259186,40.76350021,-73.95337677,40.77138901,2,907,P,AM
691,1,01-01-2019 01:44,01-01-2019 01:51,3,0.5,-74.00046539,40.75271225,-73.99546051,40.75927734,3,418,AG,P
692,3,01-01-2019 01:44,01-01-2019 01:49,2,0.94,-73.97926331,40.77675629,-73.97733307,40.78690338,3,284,AV,I
693,4,01-01-2019 01:44,01-01-2019 01:56,3,3,-73.98432922,40.73710251,-73.95690918,40.76909637,3,708,R,K
694,2,01-01-2019 01:44,01-01-2019 01:55,3,2.14,-73.98995209,40.73460007,-73.97033691,40.76060104,1,622,R,N
695,1,01-01-2019 01:45,01-01-2019 01:49,2,1.5,-73.96379852,40.79803085,-73.97792816,40.78371048,2,284,AH,I
696,1,01-01-2019 01:45,01-01-2019 02:01,1,1.55,-74.0043869,40.74060059,-73.98445892,40.73207092,1,958,Q,AT
697,2,01-01-2019 01:45,01-01-2019 02:00,2,2.5,-73.99529266,40.73942947,-73.96856689,40.75808716,2,873,AP,N
698,2,01-01-2019 01:46,01-01-2019 01:57,2,0.66,-73.99211884,40.75399017,-73.98586273,40.76198959,3,713,D,AA
699,3,01-01-2019 01:46,01-01-2019 01:54,2,1,-73.91525269,40.76042557,-73.91771698,40.7698822,3,488,W,W
700,3,01-01-2019 01:46,01-01-2019 02:03,3,1.9,-74.0035553,40.75078201,-74.00902557,40.7326088,2,1061,AG,AB
701,2,01-01-2019 01:46,01-01-2019 01:58,1,4.01,-73.92408752,40.76989746,-73.95524597,40.77174377,2,715,W,K
702,4,01-01-2019 01:46,01-01-2019 01:58,2,3,-73.98022461,40.74570465,-73.95077515,40.77487946,3,769,Y,AM
703,2,01-01-2019 01:46,01-01-2019 02:02,3,2.95,-73.95943451,40.6634407,-73.99667358,40.64694595,3,985,AF,M
704,4,01-01-2019 01:46,01-01-2019 01:49,1,0.24,-73.95113373,40.77850723,-73.95343018,40.77571487,3,178,AM,AM
705,4,01-01-2019 01:46,01-01-2019 02:03,1,1.9,-73.99278259,40.76689148,-73.97745514,40.75324631,3,1022,P,AD
706,2,01-01-2019 01:46,01-01-2019 01:53,2,1.64,-73.95049286,40.67855835,-73.95204926,40.69726181,2,413,AW,AW
707,1,01-01-2019 01:46,01-01-2019 02:08,2,3.52,-73.99246216,40.76893997,-73.97901917,40.73471069,3,1285,P,AT
708,4,01-01-2019 01:47,01-01-2019 01:54,3,0.79,-73.97709656,40.74539185,-73.9888916,40.74816132,2,436,Y,AO
709,3,01-01-2019 01:47,01-01-2019 01:56,2,2.49,-73.95240021,40.7725563,-73.9697876,40.79471588,1,587,AM,U
710,2,01-01-2019 01:47,01-01-2019 01:50,3,0.97,-73.95643616,40.77143478,-73.94604492,40.77873611,3,191,K,AM
711,1,01-01-2019 01:47,01-01-2019 01:59,1,2.34,-73.96437073,40.77148056,-73.97568512,40.78710175,2,705,O,I
712,2,01-01-2019 01:47,01-01-2019 01:52,3,1.04,-73.95896149,40.76799774,-73.96839905,40.75510025,2,335,K,N
713,2,01-01-2019 01:47,01-01-2019 02:09,3,4.77,-73.97947693,40.78633118,-73.98867798,40.73413849,3,1310,I,R
714,1,01-01-2019 01:47,01-01-2019 02:08,1,1.8,-73.97330475,40.76086807,-73.99025726,40.7759819,1,1280,A,AV
715,4,01-01-2019 01:48,01-01-2019 01:53,1,1.2,-73.99720764,40.72213745,-73.98826599,40.73765564,1,328,X,R
716,3,01-01-2019 01:48,01-01-2019 02:30,4,11.24,-73.98036194,40.76659012,-74.00256348,40.649189,3,2554,AR,M
717,4,01-01-2019 01:48,01-01-2019 01:58,4,2.61,-73.96133423,40.77162933,-73.98529816,40.73871613,2,591,O,R
718,2,01-01-2019 01:48,01-01-2019 01:50,2,0.5,-73.98003387,40.74335098,-73.97691345,40.7495842,1,127,Y,AD
719,3,01-01-2019 01:48,01-01-2019 01:58,1,1.8,-73.98504639,40.76882553,-74.00141144,40.74628448,1,615,AR,AG
720,4,01-01-2019 01:48,01-01-2019 02:04,2,3.25,-73.94508362,40.82870102,-73.94741821,40.7965126,2,972,AL,J
721,1,01-01-2019 01:48,01-01-2019 02:02,4,3.1,-73.95754242,40.72956848,-73.91533661,40.74331284,3,855,Z,L
722,2,01-01-2019 01:48,01-01-2019 02:04,4,4.51,-73.98888397,40.72180557,-73.95648956,40.7774353,2,985,AC,O
723,3,01-01-2019 01:48,01-01-2019 02:01,2,1.9,-73.99581909,40.74397659,-73.97600555,40.72857285,1,807,AP,AT
724,4,01-01-2019 01:48,01-01-2019 02:09,3,4.4,-73.95544434,40.76429367,-73.99047089,40.72076797,2,1281,K,AC
725,2,01-01-2019 01:49,01-01-2019 01:55,1,0.7,-73.96110535,40.76081467,-73.97388458,40.76432419,3,397,AK,A
726,1,01-01-2019 01:49,01-01-2019 01:59,3,1.46,-73.98487091,40.75196838,-73.98175049,40.74078751,1,643,AO,Y
727,1,01-01-2019 01:49,01-01-2019 01:57,2,1.45,-73.97064209,40.75891876,-73.98271942,40.74116516,2,514,N,Y
728,2,01-01-2019 01:49,01-01-2019 01:58,1,2,-73.98813629,40.76973724,-73.97435761,40.7938118,1,555,AR,U
729,1,01-01-2019 01:49,01-01-2019 01:59,4,0.92,-73.97817993,40.72502899,-73.97982788,40.73501968,1,599,AT,AT
730,1,01-01-2019 01:49,01-01-2019 01:57,4,1.4,-73.88363647,40.7556839,-73.86914063,40.75047684,1,481,AJ,AJ
731,2,01-01-2019 01:49,01-01-2019 02:10,4,5.13,-73.95435333,40.78739929,-74.0083313,40.74893188,3,1222,C,AG
732,3,01-01-2019 01:50,01-01-2019 02:00,3,1.81,-73.93648529,40.80860138,-73.94493866,40.78735733,3,634,J,C
733,3,01-01-2019 01:50,01-01-2019 02:00,1,1.6,-73.99755096,40.74186325,-73.99583435,40.75975037,3,616,AP,P
734,4,01-01-2019 01:50,01-01-2019 02:10,2,4.61,-73.99698639,40.74167633,-73.95161438,40.77701569,1,1199,AP,AM
735,4,01-01-2019 01:50,01-01-2019 02:05,4,2.7,-73.99238586,40.72468185,-73.99186707,40.75450516,1,909,H,D
736,4,01-01-2019 01:50,01-01-2019 02:17,1,8.84,-73.97889709,40.72396088,-73.8759613,40.7564888,2,1611,AT,AJ
737,4,01-01-2019 01:50,01-01-2019 01:56,4,0.9,-73.94904327,40.7122612,-73.94376373,40.72119522,3,342,Z,Z
738,3,01-01-2019 01:51,01-01-2019 02:10,1,2.22,-73.9905777,40.7625618,-73.95907593,40.76080704,2,1178,P,K
739,4,01-01-2019 01:51,01-01-2019 02:13,2,5.4,-73.97708893,40.74984741,-73.91319275,40.76612473,2,1373,AD,W
740,2,01-01-2019 01:51,01-01-2019 02:03,1,3.75,-73.9668045,40.8043251,-73.94007874,40.84716797,2,778,AH,S
741,4,01-01-2019 01:51,01-01-2019 02:34,3,13.61,-73.97026062,40.78411102,-73.97940826,40.65010071,2,2596,I,AF
742,2,01-01-2019 01:51,01-01-2019 02:06,4,1.19,-73.96878815,40.75840378,-73.98518372,40.76760483,2,905,N,AR
743,3,01-01-2019 01:51,01-01-2019 02:22,1,6.13,-74.00659943,40.74433136,-73.95029449,40.79733276,3,1882,Q,J
744,2,01-01-2019 01:51,01-01-2019 02:04,1,4.58,-73.96723175,40.7932663,-73.99676514,40.75262833,3,785,U,D
745,1,01-01-2019 01:51,01-01-2019 01:56,2,0.91,-73.96656799,40.76451874,-73.95734406,40.76748276,3,344,AK,K
746,3,01-01-2019 01:51,01-01-2019 01:58,3,2.9,-73.98103333,40.68920517,-73.95379639,40.71274948,1,414,V,Z
747,4,01-01-2019 01:51,01-01-2019 01:55,4,0.8,-73.97564697,40.74811554,-73.96718597,40.75358582,1,257,AD,N
748,1,01-01-2019 01:52,01-01-2019 01:58,1,0.89,-73.98766327,40.73453903,-73.98132324,40.74147034,1,423,R,Y
749,3,01-01-2019 01:52,01-01-2019 02:05,1,3.7,-73.98828888,40.73431396,-73.95311737,40.78017044,2,802,R,C
750,4,01-01-2019 01:52,01-01-2019 02:08,4,6,-73.97935486,40.74407196,-73.99073029,40.69423294,3,994,Y,AS
751,3,01-01-2019 01:52,01-01-2019 01:56,1,0.38,-73.98565674,40.74685669,-73.99106598,40.74720383,3,239,AO,D
752,4,01-01-2019 01:52,01-01-2019 01:59,3,1.4,-73.97188568,40.74897385,-73.98268127,40.74110413,1,439,AD,Y
753,1,01-01-2019 01:53,01-01-2019 01:56,4,0.78,-73.96796417,40.79219437,-73.97619629,40.7856636,3,198,U,I
754,4,01-01-2019 01:53,01-01-2019 02:12,1,5.12,-73.9734726,40.74795532,-73.96971893,40.79969025,1,1201,AD,U
755,1,01-01-2019 01:53,01-01-2019 02:25,1,7.9,-74.00849152,40.73411179,-73.9072876,40.7653656,2,1977,AB,W
756,2,01-01-2019 01:53,01-01-2019 01:58,4,0.94,-73.95950317,40.77117538,-73.94778442,40.77503204,3,293,O,AM
757,4,01-01-2019 01:53,01-01-2019 01:57,1,0.74,-73.97764587,40.75244904,-73.98159027,40.74363327,2,248,AD,Y
758,1,01-01-2019 01:53,01-01-2019 02:03,4,2.02,-73.98155975,40.78050995,-74.00292969,40.76037979,2,619,AV,P
759,2,01-01-2019 01:53,01-01-2019 01:54,1,0.1,-73.94490814,40.83427429,-73.94799042,40.83462524,3,84,S,S
760,3,01-01-2019 01:53,01-01-2019 02:02,1,1.09,-73.9987793,40.73965073,-73.98992157,40.74332428,3,539,AP,R
761,1,01-01-2019 01:53,01-01-2019 02:04,2,2.08,-73.97042084,40.7522583,-73.99611664,40.74345779,3,647,N,AP
762,2,01-01-2019 01:53,01-01-2019 02:15,2,3.6,-73.96602631,40.68441772,-73.92277527,40.70564651,1,1314,V,E
763,3,01-01-2019 01:53,01-01-2019 02:32,2,6.7,-74.00209045,40.75589752,-73.94485474,40.8344574,1,2305,AG,S
764,4,01-01-2019 01:53,01-01-2019 02:01,4,1.49,-74.00164032,40.73289108,-73.98752594,40.74952316,2,454,AB,AO
765,1,01-01-2019 01:54,01-01-2019 02:16,1,11.5,-73.92695618,40.75964355,-73.87986755,40.70129395,2,1337,W,B
766,4,01-01-2019 01:54,01-01-2019 02:20,2,5.03,-73.95214081,40.77732849,-74.0045166,40.73204041,3,1586,AM,AB
767,1,01-01-2019 01:54,01-01-2019 02:03,3,2.4,-73.92129517,40.76707459,-73.87906647,40.76260757,2,581,W,F
768,4,01-01-2019 01:54,01-01-2019 02:22,2,3.45,-73.99488068,40.76987839,-73.97776031,40.7532692,3,1691,P,AD
769,1,01-01-2019 01:54,01-01-2019 02:02,2,2.2,-73.95565796,40.76831818,-73.97211456,40.74731064,2,454,K,AD
770,2,01-01-2019 01:54,01-01-2019 02:20,2,8.16,-73.9250946,40.75444412,-73.87731934,40.71138,2,1549,L,B
771,2,01-01-2019 01:55,01-01-2019 01:56,4,0.82,-73.96186066,40.77682877,-73.954422,40.78676605,3,132,O,C
772,4,01-01-2019 01:55,01-01-2019 02:11,2,4.1,-73.97723389,40.75881577,-73.92559052,40.73754883,1,1015,A,L
773,2,01-01-2019 01:55,01-01-2019 02:16,1,5.3,-73.96142578,40.76023102,-73.9914856,40.71573639,3,1275,AK,AC
774,1,01-01-2019 01:55,01-01-2019 01:59,4,0.7,-74.009758,40.71495819,-74.01699829,40.70900726,2,293,,AU
775,1,01-01-2019 01:55,01-01-2019 02:22,3,4.32,-73.94999695,40.71826172,-73.99559021,40.73693848,2,1633,Z,AP
776,1,01-01-2019 01:55,01-01-2019 01:57,3,0.61,-73.96989441,40.79463577,-73.96453857,40.80196381,2,124,U,AH
777,2,01-01-2019 01:55,01-01-2019 02:12,1,4.7,-73.98101044,40.75020218,-73.92392731,40.76986694,1,1047,AD,W
778,2,01-01-2019 01:55,01-01-2019 02:01,2,1.65,-73.95986176,40.7735405,-73.98210144,40.77185059,3,369,O,AV
779,1,01-01-2019 01:56,01-01-2019 02:09,2,1.5,-73.99154663,40.7492218,-73.97394562,40.75032425,1,804,D,AD
780,2,01-01-2019 01:56,01-01-2019 02:16,3,6.22,-73.9928894,40.69741058,-73.98945618,40.76768875,3,1267,AS,AR
781,3,01-01-2019 01:56,01-01-2019 02:18,1,4.66,-73.95314789,40.79138947,-73.99746704,40.7379303,3,1378,C,AP
782,4,01-01-2019 01:56,01-01-2019 02:05,2,1.81,-73.98812866,40.72370529,-73.99362946,40.74168015,2,551,AC,AP
783,3,01-01-2019 01:56,01-01-2019 02:16,4,3.6,-73.98228455,40.77139664,-73.98228455,40.73125076,2,1197,AV,AT
784,1,01-01-2019 01:56,01-01-2019 02:15,4,5.2,-73.97676086,40.79022217,-73.94192505,40.84762573,2,1122,I,S
785,1,01-01-2019 01:57,01-01-2019 02:08,2,1.05,-73.99263,40.75860977,-73.97792816,40.75106812,2,709,P,AD
786,2,01-01-2019 01:57,01-01-2019 02:37,3,9.82,-73.99437714,40.69462967,-73.96810913,40.79962921,3,2443,AS,U
787,2,01-01-2019 01:57,01-01-2019 02:10,3,1.61,-74.00196075,40.7326889,-73.9806366,40.73397064,1,787,AB,AT
788,3,01-01-2019 01:57,01-01-2019 02:12,1,1.7,-73.9434433,40.75284958,-73.94120789,40.75008011,2,889,AN,AN
789,1,01-01-2019 01:57,01-01-2019 02:02,3,1.2,-73.95622253,40.76340485,-73.9484787,40.77806473,1,295,K,AM
790,1,01-01-2019 01:57,01-01-2019 02:13,4,3.83,-73.99118805,40.72786331,-73.9549942,40.69475555,1,921,H,AW
791,3,01-01-2019 01:58,01-01-2019 02:37,3,13.4,-73.99095917,40.76087189,-74.01778412,40.63760376,1,2365,P,M
792,2,01-01-2019 01:58,01-01-2019 02:03,2,1.3,-73.95484924,40.73368073,-73.95253754,40.71839142,2,332,AN,Z
793,3,01-01-2019 01:58,01-01-2019 02:09,2,2.52,-73.95567322,40.77248383,-73.9875946,40.76530457,2,690,O,AR
794,3,01-01-2019 01:58,01-01-2019 02:21,4,3.9,-73.98739624,40.76542664,-74.00435638,40.7218399,3,1388,AR,X
795,4,01-01-2019 01:59,01-01-2019 02:03,1,0.65,-73.97717285,40.74966812,-73.98130035,40.74208832,1,282,AD,Y
796,3,01-01-2019 01:59,01-01-2019 02:06,1,1.4,-73.98565674,40.74385834,-73.97150421,40.75933075,3,471,AO,N
797,3,01-01-2019 01:59,01-01-2019 02:22,4,8.69,-73.9852829,40.73868561,-74.01486206,40.67557907,2,1395,R,M
798,3,01-01-2019 01:59,01-01-2019 02:08,1,1.6,-73.94210052,40.80663681,-73.94300842,40.82312393,1,561,J,AL
799,2,01-01-2019 01:59,01-01-2019 02:25,4,9.1,-73.89333344,40.77352142,-73.98948669,40.72293091,2,1551,F,AC
800,3,01-01-2019 01:59,01-01-2019 02:02,1,0.99,-73.95852661,40.78408051,-73.97228241,40.78635025,2,159,C,I
801,3,01-01-2019 01:59,01-01-2019 02:10,3,2,-73.95061493,40.77946091,-73.96945953,40.75374222,2,647,AM,N
802,4,01-01-2019 01:59,01-01-2019 02:06,2,0.81,-73.97634888,40.74502563,-73.98204803,40.75076294,3,382,Y,AO
803,4,01-01-2019 02:00,01-01-2019 02:06,3,1.7,-73.98077393,40.73385239,-73.96665192,40.75486374,1,365,AT,N
804,3,01-01-2019 02:00,01-01-2019 02:08,3,1.47,-73.95552063,40.77665329,-73.94007874,40.79777145,3,506,O,J
805,1,01-01-2019 02:00,01-01-2019 02:02,3,0.2,-73.95122528,40.77528381,-73.95513153,40.77724457,3,170,AM,AM
806,1,01-01-2019 02:00,01-01-2019 02:19,4,7.6,-74.00605011,40.71415329,-73.95523834,40.77855682,1,1142,,C
807,1,01-01-2019 02:01,01-01-2019 02:17,4,4.9,-73.9839859,40.74249649,-73.95799255,40.80081558,1,1016,AO,AH
808,3,01-01-2019 02:01,01-01-2019 02:05,3,0.86,-73.97103119,40.75139999,-73.96206665,40.75928879,1,270,AD,N
809,1,01-01-2019 02:01,01-01-2019 02:18,2,2.57,-73.96841431,40.76150131,-73.9823761,40.7566185,1,1059,AK,AA
810,3,01-01-2019 02:01,01-01-2019 02:23,2,4.9,-73.97714233,40.75185776,-73.98155212,40.69369507,3,1306,AD,AS
811,3,01-01-2019 02:01,01-01-2019 02:07,3,1.15,-73.99136353,40.69617844,-73.97222137,40.6959877,3,357,AS,V
812,2,01-01-2019 02:02,01-01-2019 02:52,3,7.46,-74.00431824,40.75115585,-73.98351288,40.77434921,3,3020,AG,AV
813,3,01-01-2019 02:02,01-01-2019 02:19,4,8.08,-73.94233704,40.7147789,-73.97982788,40.65097046,3,1011,Z,AF
814,4,01-01-2019 02:02,01-01-2019 02:14,4,2.2,-73.98223114,40.74004745,-74.00235748,40.76057434,3,706,Y,P
815,2,01-01-2019 02:02,01-01-2019 02:11,4,1.3,-73.97218323,40.67673111,-73.9831543,40.69346619,2,509,V,AS
816,1,01-01-2019 02:03,01-01-2019 02:09,4,1.4,-73.99193573,40.76926422,-73.97911072,40.77767563,2,368,AR,AV
817,2,01-01-2019 02:03,01-01-2019 02:33,1,6.03,-73.97930145,40.72341156,-73.92927551,40.68195343,3,1780,AT,E
818,4,01-01-2019 02:03,01-01-2019 02:14,4,1.8,-73.95800018,40.71397018,-73.95681763,40.73218918,2,635,Z,Z
819,2,01-01-2019 02:04,01-01-2019 02:15,3,3.36,-73.95672607,40.74580002,-73.96826172,40.75893402,3,690,AN,N
820,4,01-01-2019 02:04,01-01-2019 02:31,4,5.44,-73.97644043,40.78842926,-73.98049927,40.73218918,3,1678,I,AT
821,1,01-01-2019 02:04,01-01-2019 02:10,2,1,-73.94839478,40.70688248,-73.93352509,40.70495605,2,360,Z,E
822,1,01-01-2019 02:04,01-01-2019 02:12,1,1.7,-73.99674988,40.7205162,-74.00976563,40.73809433,1,472,X,Q
